ETA,VIN,Year,Model,Hold Status,Pre-Sold,Shipping Status,Total MSRP,Exterior Color,Interior Color,Distance,Dealer,Dealer Website,SmartPath,Options
2024-07-05T00:00:00.000Z,3TYLC5LN0RT000958,2024,Tacoma TRD Off-Road,Available,False,At dealer,50030,UNDERGROUND,FABRIC 3 BOULDER/BLACK (SMOKE SILVER),434,Sterling McCall Toyota Fort Bend,https://www.sterlingmccalltoyotafortbend.com,False,50 State Emissions | ARB Rear Tow Hooks** | Exhaust Tip - Black Chrome** | Mudguards | PDS - with Texas State Inspection | Predator Drop Step** | Spray-On Bed Liner** | TRD Off Road Package: | Vehicle Fueling
2024-07-29T00:00:00.000Z,3TYLC5LN0RT003598,2024,Tacoma TRD Off-Road,Available,False,At dealer,56256,CELESTIAL SILVER METALLIC,FABRIC 3 BOULDER/BLACK (SMOKE SILVER),412,Joe Myers Toyota,https://www.joemyerstoyota.com,False,50 State Emissions | ARB Rear Tow Hooks** | Ball Mount | Bed Extender | Blackout Package | Connectivity Kit | Dash Cam | Exhaust Tip - Black Chrome** | Mudguards | Owner's Portfolio | PDS - with Texas State Inspection | Predator Drop Step** | Spray-On Bed Liner** | TRD Off-Road Upgrade Package<br> | Vehicle Fueling | Vehicle Protection Package
2024-08-08T00:00:00.000Z,3TYLC5LN0RT004637,2024,Tacoma TRD Off-Road,Available,False,At dealer,56462,SUPERSONIC RED*,FABRIC 3 BOULDER/BLACK (SMOKE SILVER),17,Post Oak Toyota,https://www.postoaktoyota.com,False,50 State Emissions | ARB Rear Tow Hooks** | Bed Extender | Blackout Package | Connectivity Kit | Dash Cam | Mudguards | Owner's Portfolio | PDS - Pre-Delivery Services | Post Oak Advantage | Predator Drop Step** | Premium Paint Charge | Spray-On Bed Liner** | TRD Off-Road Upgrade Package<br> | Vehicle Fueling | Vehicle Protection Package
2024-08-01T00:00:00.000Z,3TYLC5LN0RT004668,2024,Tacoma TRD Off-Road,Available,False,At dealer,51796,BLACK,FABRIC 3 BOULDER/BLACK (SMOKE SILVER),17,Post Oak Toyota,https://www.postoaktoyota.com,False,50 State Emissions | ARB Rear Tow Hooks** | Ball Mount | Bed Extender | Blackout Package | Connectivity Kit | Dash Cam | Mudguards | Owner's Portfolio | PDS - Pre-Delivery Services | Post Oak Advantage | Predator Drop Step** | Spray-On Bed Liner** | TRD Off Road Package: | Vehicle Fueling | Vehicle Protection Package
2024-08-22T00:00:00.000Z,3TYLC5LN0RT005500,2024,Tacoma TRD Off-Road,Available,False,At dealer,51112,CELESTIAL SILVER METALLIC,FABRIC 3 BOULDER/BLACK (SMOKE SILVER),193,Toyota of Dallas,https://www.toyotaofdallas.com,False,50 State Emissions | ARB Rear Tow Hooks** | Ball Mount | Blackout Package | Connectivity Kit | Mudguards | Owner's Portfolio | PDS - with Texas State Inspection | Predator Drop Step** | Spray-On Bed Liner** | TRD Off Road Package: | Vehicle Fueling | Vehicle Protection Premium Package
2024-09-01T00:00:00.000Z,3TYLC5LN0RT005691,2024,Tacoma TRD Off-Road,Available,False,At dealer,57030,UNDERGROUND,FABRIC 3 BOULDER/BLACK (SMOKE SILVER),208,Vandergriff Toyota,https://www.vandergrifftoyota.com,False,50 State Emissions | ARB Rear Tow Hooks** | Ball Mount | Bed Extender | Bed Scene Lighting** | Blackout Package | Connectivity Kit | Dash Cam | Mudguards | Owner's Portfolio | PDS - with Texas State Inspection | Rock Rails** | Spray-On Bed Liner** | TRD Off-Road Upgrade Package<br> | Vehicle Fueling | Vehicle Protection Package
2024-09-06T00:00:00.000Z,3TYLC5LN0RT006226,2024,Tacoma TRD Off-Road,Available,False,At dealer,56137,BLUE CRUSH METALLIC,FABRIC 3 BOULDER/BLACK (SMOKE SILVER),132,Four Stars Toyota,https://www.fourstarstoyota.com,True,50 State Emissions | ARB Rear Tow Hooks** | Bed Extender | Blackout Package | Connectivity Kit | Dash Cam | Mudguards | Owner's Portfolio | PDS - Pre-Delivery Services | Predator Drop Step** | Spray-On Bed Liner** | TRD Off-Road Upgrade Package<br> | Vehicle Fueling | Vehicle Protection Package
2024-09-04T00:00:00.000Z,3TYLC5LN0RT006341,2024,Tacoma TRD Off-Road,DealerHold,False,At dealer,61151,CELESTIAL SILVER METALLIC,SOFTEX EMBOSSED BLACK,420,Don McGill Toyota,https://www.donmcgilltoyota.com,False,50 State Emissions | ARB Rear Tow Hooks** | Bed Extender | Bed Scene Lighting** | Blackout Package | Connectivity Kit | Dash Cam | Don McGill Protection Package | Mudguards | Owner's Portfolio | Rock Rails** | Spray-On Bed Liner** | TRD Off-Road Premium Package<br> | Vehicle Fueling | Vehicle Protection Package
2024-09-13T00:00:00.000Z,3TYLC5LN0RT006498,2024,Tacoma Limited,DealerHold,False,At dealer,60457,SUPERSONIC RED*,EB BLACK,420,Don McGill Toyota,https://www.donmcgilltoyota.com,False,50 State Emissions | Adaptive Variable Suspension (AVS) | Ball Mount | Bed Extender | Bed Step (non-powered)** | Connectivity Kit | Dash Cam | Don McGill Protection Package | Mudguards | Owner's Portfolio | Premium Paint Charge | Spray-On Bed Liner** | Vehicle Fueling | Vehicle Protection Package:
2024-09-15T00:00:00.000Z,3TYLC5LN0RT007313,2024,Tacoma TRD Off-Road,Available,False,At dealer,52774,ICE CAP,FABRIC 3 BOULDER/BLACK (SMOKE SILVER),411,Space City Toyota,https://www.spacecitytoyota.com,False,50 State Emissions | ARB Rear Tow Hooks** | Ball Mount | Bed Extender | Bed Scene Lighting** | Blackout Package | Connectivity Kit | Dash Cam | Exhaust Tip - Black Chrome** | Mudguards | Owner's Portfolio | PDS - with Texas State Inspection | Predator Drop Step** | Spray-On Bed Liner** | TRD Off Road Package: | Tailgate Insert - Black | Vehicle Fueling | Vehicle Protection Package
2024-09-22T00:00:00.000Z,3TYLC5LN0RT007733,2024,Tacoma TRD Sport,Available,False,At dealer,50846,CELESTIAL SILVER METALLIC,FABRIC BOULDER/BLACK (SMOKE SILVER),471,Price LeBlanc Toyota of Acadiana,https://priceleblanctoyotaofacadiana.com,False,50 State Emissions | Ball Mount | Bed Step (non-powered)** | Blackout Package | Exhaust Tip - Black Chrome** | Mudguards | Predator Drop Step** | Spray-On Bed Liner** | Tailgate Insert - Black | Vehicle Fueling | Vehicle Protection Package
2024-09-17T00:00:00.000Z,3TYLC5LN0RT007750,2024,Tacoma TRD Off-Road,Available,False,At dealer,56866,BLACK,FABRIC 3 BOULDER/BLACK (SMOKE SILVER),20,Jim Norton Toyota of Oklahoma City,https://www.jimnortontoyotaokc.com,True,50 State Emissions | ARB Rear Tow Hooks** | Bed Extender | Bed Scene Lighting** | Blackout Package | Connectivity Kit | Dash Cam | Exhaust Tip - Black Chrome** | Jnt Protection Package | Mudguards | Owner's Portfolio | PDS - Pre-Delivery Services | Predator Drop Step** | Spray-On Bed Liner** | TRD Off-Road Upgrade Package<br> | Vehicle Fueling | Vehicle Protection Package
2024-09-29T00:00:00.000Z,3TYLC5LN0RT008171,2024,Tacoma TRD Sport,Available,False,At dealer,51667,CELESTIAL SILVER METALLIC,FABRIC BOULDER/BLACK (SMOKE SILVER),104,Toyota of Ardmore,https://www.toyotaofardmore.com,False,50 State Emissions | Bed Extender | Bed Step (non-powered)** | Blackout Package | Connectivity Kit | Dash Cam | Exhaust Tip - Black Chrome** | Mudguards | PDS - Pre-Delivery Services | Predator Drop Step** | Spray-On Bed Liner** | Vehicle Fueling | Vehicle Protection Package
2024-09-28T00:00:00.000Z,3TYLC5LN0RT008297,2024,Tacoma TRD Pro,Available,False,At dealer,67902,BLACK,SOFTEX + PRINT BLACK,298,John Harvey Toyota,https://www.johnharveytoyota.com,False,50 State Emissions | Bed Scene Lighting** | Connectivity Kit | Dash Cam | Mudguards | PDS - Pre-Delivery Services | Spray-On Bed Liner** | TRD PRO Package | Vehicle Fueling | Vehicle Protection Premium Package
2024-09-28T00:00:00.000Z,3TYLC5LN0RT008607,2024,Tacoma TRD Sport,Available,False,At dealer,52525,ICE CAP,FABRIC BOULDER/BLACK (SMOKE SILVER),288,Bruner Toyota,https://www.brunertoyota.com,True,50 State Emissions | ARB Rear Tow Hooks** | Ball Mount | Bed Extender | Bed Scene Lighting** | Blackout Package | Connectivity Kit | Dash Cam | Exhaust Tip - Black Chrome** | Mudguards | Owner's Portfolio | PDS - Pre-Delivery Services | Predator Drop Step** | Spray-On Bed Liner** | Vehicle Fueling | Vehicle Protection Premium Package
2024-10-10,3TYLC5LN0RT008638,2024,Tacoma TRD Pro,Available,False,At dealer,68238,ICE CAP W/ BLACK ROOF*,SOFTEX + PRINT BLACK,385,Baxter Toyota of La Vista,https://www.toyotaoflavista.com,True,50 State Emissions | Bed Scene Lighting[installed_msrp] | Door Edge Guards[installed_msrp] | Mudguards | Owner's Portfolio | Quick Charging Cable Package[installed_msrp] | Spray On Bedliner[installed_msrp] | TRD PRO Package | Tailgate Insert - Gunmetal[installed_msrp] | Tonneau Cover: Hard Tri-Fold[installed_msrp]
2024-10-03,3TYLC5LN0RT008655,2024,Tacoma TRD Pro,DealerHold,False,At dealer,68677,TERRA W/ BLACK ROOF*,SOFTEX + PRINT BLACK,496,Monken Toyota of Mt. Vernon,https://www.monkentoyotamtvernon.com,True,"50 State Emissions | Bed Scene Lighting[installed_msrp] | Body Side Molding[installed_msrp] | Door Panel Scuff Protectors[installed_msrp] | Mudguards | Paint Protection Film - <br>Hood, Fenders, Mirror Backs and Door Cups[installed_msrp] | Quick Charging Cable Package[installed_msrp] | Rear Differential Skid Plate | Rigid Fog Lights - White/Yellow | Spray On Bedliner[installed_msrp] | TRD PRO Package | Tailgate Insert - Black[installed_msrp]"
2024-10-27T00:00:00.000Z,3TYLC5LN0RT009739,2024,Tacoma TRD Off-Road,Available,False,Port to dealer,53339,ICE CAP,FABRIC 3 BOULDER/BLACK (SMOKE SILVER),418,Don McGill Toyota of Katy,https://www.toyotaofkaty.com,False,14-in. Audio Multimedia Display | 50 State Emissions | ARB Rear Tow Hooks** | Ball Mount | Bed Scene Lighting** | Blackout Package | Connectivity Kit | Dash Cam | Exhaust Tip - Black Chrome** | Mudguards | Owner's Portfolio | Rock Rails** | Spray-On Bed Liner** | TRD Off Road Package: | Tailgate Insert - Black | Vehicle Fueling | Vehicle Protection Package
2024-11-21T00:00:00.000Z,3TYLC5LN0RT009904,2024,Tacoma TRD Pro,DealerHold,True,Factory to port,67991,ICE CAP W/ BLACK ROOF*,ED COCKPIT RED,337,Loving Toyota,https://www.lovingtoyota.com,True,50 State Emissions | Ball Mount | Bed Scene Lighting** | Connectivity Kit | Dash Cam | Loving Toyota Vehicle Guard | Mudguards | Owner's Portfolio | PDS - with Texas State Inspection | Spray-On Bed Liner** | TRD PRO Package | Vehicle Fueling | Vehicle Protection Premium Package
2024-11-06,3TYLC5LN0RT010101,2024,Tacoma TRD Pro,DealerHold,True,Factory to port,66129,TERRA W/ BLACK ROOF*,SOFTEX + PRINT BLACK,498,Groove Toyota,https://www.groovetoyota.com,True,50 State Emissions | Mudguards | Spray On Bedliner[installed_msrp] | TRD PRO Package | Tailgate Insert - Black[installed_msrp]
2024-11-09T00:00:00.000Z,3TYLC5LN0RT010194,2024,Tacoma Limited,Available,False,Factory to port,58485,UNDERGROUND,SOFTEX + PRINT BOULDER,30,Fowler Toyota,https://www.fowlertoyota.com,True,50 State Emissions | Adaptive Variable Suspension (AVS) | Bed Step (non-powered)** | Mudguards | PDS - Pre-Delivery Services | Spray-On Bed Liner** | Vehicle Fueling
2024-11-20T00:00:00.000Z,3TYLC5LN0RT010616,2024,Tacoma TRD Off-Road,Available,True,Factory to port,53759,SUPERSONIC RED*,FABRIC 3 BOULDER/BLACK (SMOKE SILVER),370,Van-Trow Toyota,https://www.vantrowtoyota.com,False,14-in. Audio Multimedia Display | 50 State Emissions | ARB Rear Tow Hooks** | Ball Mount | Bed Scene Lighting** | Blackout Package | Connectivity Kit | Dash Cam | Exhaust Tip - Black Chrome** | Mudguards | Owner's Portfolio | PDS - Pre-Delivery Services | Predator Drop Step** | Premium Paint Charge | Spray-On Bed Liner** | TRD Off Road Package: | Tailgate Insert - Black | Vehicle Fueling | Vehicle Protection Premium Package
2024-11-17T00:00:00.000Z,3TYLC5LN0RT010826,2024,Tacoma TRD Off-Road,DealerHold,False,Factory to port,60230,CELESTIAL SILVER METALLIC,SOFTEX EMBOSSED BLACK,429,Red McCombs Toyota,https://www.redmccombstoyota.com,True,50 State Emissions | ARB Rear Tow Hooks** | Ball Mount | Blackout Package | Connectivity Kit | Dash Cam | Exhaust Tip - Black Chrome** | Mudguards | Owner's Portfolio | PDS - with Texas State Inspection | Predator Drop Step** | Spray-On Bed Liner** | TRD Off-Road Premium Package<br> | Tailgate Insert - Black | Vehicle Fueling | Vehicle Protection Package
2024-11-20T00:00:00.000Z,3TYLC5LN0RT010874,2024,Tacoma TRD Sport,Available,False,Factory to port,51802,ICE CAP,FABRIC BOULDER/BLACK (SMOKE SILVER),11,Bob Howard Toyota,https://www.bobhowardtoyota.com,False,14-in. Audio Multimedia Display | 50 State Emissions | Bed Step (non-powered)** | Blackout Package | Exhaust Tip - Black Chrome** | Mudguards | Owner's Portfolio | PDS - Pre-Delivery Services | Predator Drop Step** | Spray-On Bed Liner** | Tailgate Insert - Black | Vehicle Fueling | Vehicle Protection Premium Package
2024-11-16T00:00:00.000Z,3TYLC5LN0RT011068,2024,Tacoma TRD Off-Road,Available,False,Factory to port,60655,SUPERSONIC RED*,SOFTEX EMBOSSED BLACK,418,Don McGill Toyota of Katy,https://www.toyotaofkaty.com,False,50 State Emissions | ARB Rear Tow Hooks** | Ball Mount | Blackout Package | Connectivity Kit | Dash Cam | Exhaust Tip - Black Chrome** | Mudguards | Owner's Portfolio | Predator Drop Step** | Premium Paint Charge | Spray-On Bed Liner** | TRD Off-Road Premium Package<br> | Tailgate Insert - Black | Vehicle Fueling | Vehicle Protection Package
2024-11-22T00:00:00.000Z,3TYLC5LN0RT011183,2024,Tacoma TRD Pro,Available,False,Factory to port,68190,TERRA W/ BLACK ROOF*,SOFTEX + PRINT BLACK,418,Don McGill Toyota of Katy,https://www.toyotaofkaty.com,False,"""TRD Pro"" Tailgate Inserts | 50 State Emissions | Ball Mount | Bed Scene Lighting** | Connectivity Kit | Dash Cam | Mudguards | Owner's Portfolio | Spray-On Bed Liner** | TRD PRO Package | Vehicle Fueling | Vehicle Protection Premium Package"
2024-11-22T00:00:00.000Z,3TYLC5LN0RT011250,2024,Tacoma TRD Off-Road,Available,False,Factory to port,53134,BLACK,FABRIC 3 BOULDER/BLACK (SMOKE SILVER),430,Mike Calvert Toyota,https://www.mikecalverttoyota.com,False,14-in. Audio Multimedia Display | 50 State Emissions | ARB Rear Tow Hooks** | Ball Mount | Bed Scene Lighting** | Blackout Package | Connectivity Kit | Dash Cam | Exhaust Tip - Black Chrome** | Mudguards | Owner's Portfolio | PDS - with Texas State Inspection | Predator Drop Step** | Spray-On Bed Liner** | TRD Off Road Package: | Tailgate Insert - Black | Vehicle Fueling | Vehicle Protection Package
2024-11-26T00:00:00.000Z,3TYLC5LN0RT43A896,2024,Tacoma TRD Pro,Available,True,Factory to port,68190,BLACK,SOFTEX + PRINT BLACK,407,San Marcos Toyota,https://www.sanmarcostoyota.com,True,"""TRD Pro"" Tailgate Inserts | 50 State Emissions | APEX Protection Plan | C-Bond | APEX Protection Plan | GPS Vehicle Management System | APEX Protection Plan | Paint & Interior Protection Plan | Ball Mount | Bed Scene Lighting** | Connectivity Kit | Dash Cam | MARKET ADJUSTMENT | Mudguards | Owner's Portfolio | PDS - with Texas State Inspection | Spray-On Bed Liner** | TRD PRO Package | Vehicle Fueling | Vehicle Protection Premium Package"
2024-11-26T00:00:00.000Z,3TYLC5LN0RT43C387,2024,Tacoma TRD Sport,Available,False,Factory to port,51368,SOLAR OCTANE*,FABRIC BOULDER/BLACK (SMOKE SILVER),320,Don Ringler Toyota,https://www.donringlertoyota.com,True,"14-in. Audio Multimedia Display | 50 State Emissions | Ball Mount | Bed Step (non-powered)** | DON RINGLER TOYOTA FAMILY PLAN | Exhaust Tip - Black Chrome** | Mudguards | PDS - with Texas State Inspection | Predator Drop Step** | Premium Paint Charge | Spray-On Bed Liner** | Tailgate Insert - Black | Vehicle Fueling | Window Tint, Door Edge, Door Cup Guards and Nitrogen Filled Tires"
2024-12-21,3TYLC5LN0RT45E339,2024,Tacoma TRD Pro,DealerHold,True,Factory to port,68118,TERRA W/ BLACK ROOF*,SOFTEX + PRINT BLACK,454,Toyota of Des Moines,https://www.toyotadm.com,True,50 State Emissions | Bed Scene Lighting[installed_msrp] | Body Side Molding[installed_msrp] | Connected Services Trial Offering: 2 addtl yrs of Drive Connect & Remote Connect. In addition to 1 yr standard trials. Remote incl at no extra cost. 4G network dependent | IP Side Accessory - Storage Case | Mudguards | Owner's Portfolio | Quick Charging Cable Package[installed_msrp] | Rigid Fog Lights - White/Yellow | Spray On Bedliner[installed_msrp] | TRD PRO Package | Tailgate Insert - Black[installed_msrp]
2024-12-29T00:00:00.000Z,3TYLC5LN0RT46F017,2024,Tacoma TRD Off-Road,Available,False,Factory to port,60430,ICE CAP,SOFTEX EMBOSSED BLACK,30,Fowler Toyota,https://www.fowlertoyota.com,True,50 State Emissions | ARB Rear Tow Hooks** | Ball Mount | Bed Scene Lighting** | Blackout Package | Connectivity Kit | Dash Cam | Exhaust Tip - Black Chrome** | Mudguards | PDS - Pre-Delivery Services | Predator Drop Step** | Spray-On Bed Liner** | TRD Off-Road Premium Package<br> | Tailgate Insert - Black | Vehicle Fueling
2024-12-30T00:00:00.000Z,3TYLC5LN0RT46F163,2024,Tacoma TRD Sport,Available,False,Factory to port,52746,ICE CAP,FABRIC BOULDER/BLACK (SMOKE SILVER),178,Toyota of Fayetteville,https://www.toyotaoffayetteville.com,True,14-in. Audio Multimedia Display | 50 State Emissions | ARB Rear Tow Hooks** | Bed Scene Lighting** | Connectivity Kit | Dash Cam | Exhaust Tip - Black Chrome** | Illuminated Front Emblem | Lemon Law Book | Mudguards | Owner's Portfolio | PDS - Pre-Delivery Services | Predator Drop Step** | Spray-On Bed Liner** | Tailgate Insert - Black | Vehicle Fueling | Vehicle Protection Package
2025-01-10,3TYLC5LN0RT48D243,2024,Tacoma TRD Off-Road,,False,Factory to port,54213,ICE CAP,FABRIC 3 BLACK/WHITE,185,Frank Fletcher Toyota,https://www.fletcher-toyota.com,True,50 State Emissions | All Weather Floor Liners | BedStep®[installed_msrp] | Door Edge Guards[installed_msrp] | Moonroof<br> | Mudguards | Owner's Portfolio | TRD Off-Road Upgrade Package<br> | Tailgate Insert - Chome
2025-01-15,3TYLC5LN0RT48D601,2024,Tacoma Limited,,False,Factory to port,59103,UNDERGROUND,EB BLACK,454,Toyota of Des Moines,https://www.toyotadm.com,True,50 State Emissions | All Weather Floor Liners | Bed Scene Lighting[installed_msrp] | Connected Services Trial Offering: 2 addtl yrs of Drive Connect & Remote Connect. In addition to 1 yr standard trials. Remote incl at no extra cost. 4G network dependent | Mudguards | Owner's Portfolio | Quick Charging Cable Package[installed_msrp] | Spray On Bedliner[installed_msrp]
Unknown,3TYLC5LN0RT48F526,2024,Tacoma TRD Off-Road,DealerHold,False,Factory to port,56695,UNDERGROUND,SOFTEX EMBOSSED BLACK,498,Groove Toyota,https://www.groovetoyota.com,True,50 State Emissions | Mudguards | TRD Off-Road Premium Package<br>
2024-07-12T00:00:00.000Z,3TYLC5LN1RT001200,2024,Tacoma TRD Off-Road,Available,False,At dealer,52245,CELESTIAL SILVER METALLIC,FABRIC 3 BOULDER/BLACK (SMOKE SILVER),435,Cavender Toyota,https://www.cavendertoyota.com,True,50 State Emissions | ARB Rear Tow Hooks** | Ball Mount | Bed Scene Lighting** | Blackout Package | Cavender Protection Package | Connectivity Kit | Dash Cam | Exhaust Tip - Black Chrome** | Mudguards | Owner's Portfolio | PDS - with Texas State Inspection | Rock Rails** | Spray-On Bed Liner** | TRD Off Road Package: | Vehicle Fueling | Vehicle Protection Package
2024-07-09T00:00:00.000Z,3TYLC5LN1RT001598,2024,Tacoma TRD Off-Road,DealerHold,False,At dealer,52040,ICE CAP,FABRIC 3 BOULDER/BLACK (SMOKE SILVER),429,Red McCombs Toyota,https://www.redmccombstoyota.com,True,50 State Emissions | ARB Rear Tow Hooks** | Ball Mount | Bed Scene Lighting** | Blackout Package | Connectivity Kit | Dash Cam | Exhaust Tip - Black Chrome** | Mudguards | Owner's Portfolio | PDS - with Texas State Inspection | Predator Drop Step** | Spray-On Bed Liner** | TRD Off Road Package: | Vehicle Fueling | Vehicle Protection Package
2024-07-10T00:00:00.000Z,3TYLC5LN1RT001696,2024,Tacoma TRD Off-Road,Available,False,At dealer,51352,UNDERGROUND,FABRIC 3 BOULDER/BLACK (SMOKE SILVER),237,Magness Toyota,https://www.magnesstoyota.com,False,50 State Emissions | ARB Rear Tow Hooks** | Blackout Package | Connectivity Kit | Dash Cam | Exhaust Tip - Black Chrome** | Lemon Law Book | Mudguards | Owner's Portfolio | PDS - Pre-Delivery Services | Predator Drop Step** | Spray-On Bed Liner** | TRD Off Road Package: | Vehicle Fueling | Vehicle Protection Package
2024-12-15T00:00:00.000Z,3TYLC5LN1RT002640,2024,Tacoma TRD Off-Road,Available,False,Port to dealer,56855,ICE CAP,FABRIC 3 BOULDER/BLACK (SMOKE SILVER),208,Vandergriff Toyota,https://www.vandergrifftoyota.com,False,50 State Emissions | ARB Rear Tow Hooks** | Ball Mount | Bed Extender | Bed Scene Lighting** | Blackout Package | Connectivity Kit | Dash Cam | Exhaust Tip - Black Chrome** | Mudguards | Owner's Portfolio | PDS - with Texas State Inspection | Predator Drop Step** | Spray-On Bed Liner** | TRD Off-Road Upgrade Package<br> | Vehicle Fueling | Vehicle Protection Package
2024-07-06T00:00:00.000Z,3TYLC5LN1RT002864,2024,Tacoma TRD Off-Road,Available,False,At dealer,52525,ICE CAP,FABRIC 3 BOULDER/BLACK (SMOKE SILVER),204,Country Toyota,https://www.countrytoyotapampa.com,False,50 State Emissions | ARB Rear Tow Hooks** | Ball Mount | Bed Extender | Bed Scene Lighting** | Blackout Package | Connectivity Kit | Dash Cam | Exhaust Tip - Black Chrome** | Mudguards | Owner's Portfolio | PDS - Pre-Delivery Services | Predator Drop Step** | Spray-On Bed Liner** | TRD Off Road Package: | Vehicle Fueling | Vehicle Protection Package
2024-07-29T00:00:00.000Z,3TYLC5LN1RT003514,2024,Tacoma TRD Off-Road,Available,False,At dealer,52156,ICE CAP,FABRIC 3 BOULDER/BLACK (SMOKE SILVER),411,Space City Toyota,https://www.spacecitytoyota.com,False,50 State Emissions | Ball Mount | Bed Extender | Bed Step (non-powered)** | Blackout Package | Connectivity Kit | Dash Cam | Exhaust Tip - Black Chrome** | Mudguards | PDS - Pre-Delivery Services | Predator Drop Step** | Spray-On Bed Liner** | TRD Off Road Package: | Vehicle Fueling | Vehicle Protection Premium Package
2024-08-01T00:00:00.000Z,3TYLC5LN1RT004372,2024,Tacoma TRD Off-Road,Available,False,At dealer,52156,CELESTIAL SILVER METALLIC,FABRIC 3 BOULDER/BLACK (SMOKE SILVER),337,Loving Toyota,https://www.lovingtoyota.com,True,50 State Emissions | Ball Mount | Bed Extender | Bed Step (non-powered)** | Blackout Package | Connectivity Kit | Dash Cam | Exhaust Tip - Black Chrome** | Mudguards | Owner's Portfolio | PDS - with Texas State Inspection | Predator Drop Step** | Spray-On Bed Liner** | TRD Off Road Package: | Vehicle Fueling | Vehicle Protection Premium Package
2024-08-02T00:00:00.000Z,3TYLC5LN1RT004453,2024,Tacoma TRD Off-Road,Available,False,At dealer,51837,UNDERGROUND,FABRIC 3 BOULDER/BLACK (SMOKE SILVER),237,Magness Toyota,https://www.magnesstoyota.com,False,50 State Emissions | ARB Rear Tow Hooks** | Bed Extender | Blackout Package | Connectivity Kit | Dash Cam | Exhaust Tip - Black Chrome** | Lemon Law Book | Mudguards | Owner's Portfolio | PDS - Pre-Delivery Services | Predator Drop Step** | Spray-On Bed Liner** | TRD Off Road Package: | Vehicle Fueling | Vehicle Protection Package
2024-08-21T00:00:00.000Z,3TYLC5LN1RT005182,2024,Tacoma TRD Off-Road,Available,False,At dealer,52096,ICE CAP,FABRIC 3 BOULDER/BLACK (SMOKE SILVER),413,Silsbee Toyota,https://www.silsbeetoyota.com,True,50 State Emissions | ARB Rear Tow Hooks** | Ball Mount | Bed Extender | Blackout Package | Connectivity Kit | Dash Cam | Mudguards | Owner's Portfolio | PDS - with Texas State Inspection | Predator Drop Step** | Spray-On Bed Liner** | TRD Off Road Package: | Vehicle Fueling | Vehicle Protection Premium Package
2024-09-22T00:00:00.000Z,3TYLC5LN1RT007224,2024,Tacoma TRD Off-Road,Available,False,At dealer,52774,UNDERGROUND,FABRIC 3 BOULDER/BLACK (SMOKE SILVER),411,Space City Toyota,https://www.spacecitytoyota.com,False,50 State Emissions | ARB Rear Tow Hooks** | Ball Mount | Bed Extender | Bed Scene Lighting** | Blackout Package | Connectivity Kit | Dash Cam | Exhaust Tip - Black Chrome** | Mudguards | Owner's Portfolio | PDS - with Texas State Inspection | Predator Drop Step** | Spray-On Bed Liner** | TRD Off Road Package: | Tailgate Insert - Black | Vehicle Fueling | Vehicle Protection Package
2024-10-01T00:00:00.000Z,3TYLC5LN1RT007546,2024,Tacoma TRD Sport,Available,False,At dealer,52385,UNDERGROUND,FABRIC BOULDER/BLACK (SMOKE SILVER),318,Orr Toyota,https://www.orrtoyotaofsearcy.com,False,50 State Emissions | ARB Rear Tow Hooks** | Bed Extender | Bed Scene Lighting** | Blackout Package | Connectivity Kit | Dash Cam | Exhaust Tip - Black Chrome** | Lemon Law Book | Mudguards | Owner's Portfolio | PDS - Pre-Delivery Services | Predator Drop Step** | Spray-On Bed Liner** | Tailgate Insert - Black | Vehicle Fueling | Vehicle Protection Package
2024-09-27T00:00:00.000Z,3TYLC5LN1RT008583,2024,Tacoma Limited,DealerHold,False,At dealer,60657,SUPERSONIC RED*,SOFTEX + PRINT BOULDER,369,Toyota of North Austin,https://www.toyotaofnorthaustin.com,False,50 State Emissions | Adaptive Variable Suspension (AVS) | Ball Mount | Bed Extender | Bed Step (non-powered)** | Connectivity Kit | Dash Cam | Mudguards | PDS - with Texas State Inspection | Premium Paint Charge | Spray-On Bed Liner** | Toyota of North Austin Appearance Package | Vehicle Fueling | Vehicle Protection Premium Package:
2024-10-16,3TYLC5LN1RT008633,2024,Tacoma TRD Off-Road,Available,False,At dealer,59234,ICE CAP,FABRIC 3 BOULDER/BLACK (SMOKE SILVER),389,Permian Toyota,https://www.permiantoyota.com,False,14-in. Audio Multimedia Display (with TRD Off-Road Upgrade Package) | 50 State Emissions | ARB Bed Sport Bar[installed_msrp] | ARB Rear Tow Hooks[installed_msrp] | Black Emblem Overlays[installed_msrp] | Illuminated Front Emblem[installed_msrp] | Mudguards | Owner's Portfolio | Predator Tube Steps[installed_msrp] | Rigid Fog Lights: White[installed_msrp] | Spray On Bedliner[installed_msrp] | TRD Front Skid Plate[installed_msrp] | TRD Off-Road Upgrade Package<br> | TRD Performance Exhaust: Black[installed_msrp] | Tailgate Insert - Black[installed_msrp]
2024-10-04T00:00:00.000Z,3TYLC5LN1RT008745,2024,Tacoma TRD Sport,Available,False,At dealer,59621,CELESTIAL SILVER METALLIC,SOFTEX EMBOSSED BLACK,442,Keating Toyota,https://www.keatingtoyota.com,False,50 State Emissions | Apex Protect Package | Bed Step (non-powered)** | Blackout Package | CLEAR SHIELD PACKAGE | Connectivity Kit | Dash Cam | Exhaust Tip - Black Chrome** | MARKET ADJUSTMENT | Mudguards | Owner's Portfolio | Predator Drop Step** | Spray-On Bed Liner** | TRD Sport Premium Package | Tailgate Insert - Black | Vehicle Fueling | Vehicle Protection Package | WINDOW TINT
