ETA,VIN,Year,Model,Hold Status,Pre-Sold,Shipping Status,Total MSRP,Exterior Color,Interior Color,Distance,Dealer,Dealer Website,SmartPath,Options
2024-10-17,JTERU5JR2R6307620,2024,4Runner TRD Off-Road Premium,DealerHold,False,Port to dealer,50402,Ice Cap,Black/Graphite Softex® [softex],476,Toyota of Santa Fe,https://www.toyotaofsantafe.com,True,17-In. Cast Matte Black Pro Wheel[installed_msrp] | 50 State Emissions | All-Weather Floor Liners & Cargo Tray Package[installed_msrp] | Cargo Cover[installed_msrp] | Dual Power Port/Quick Charging Cable Package[installed_msrp] | Keep it Wild Savings [keep_it_wild_21] | Off Road Package | Off Road Premium Package w/ Softex | Roof Rack Cross Bars[installed_msrp]
2024-10-20,JTERU5JR2R6308136,2024,4Runner TRD Off-Road Premium,DealerHold,True,Port to dealer,51099,Underground,Black/Graphite Softex® [softex],253,Bighorn Toyota,https://www.bighorntoyota.com,True,50 State Emissions | All-Weather Floor Liners & Cargo Tray Package[installed_msrp] | High Performance LED Fog Lights - Black[installed_msrp] | Keep it Wild Savings [keep_it_wild_21] | Moonroof | Off Road Package | Off Road Premium Package w/ Softex | Quick Charging Cable Package[installed_msrp] | Roof Rack Cross Bars[installed_msrp] | TRD Black Wheel Package[installed_msrp]
Unknown,JTERU5JR3R6300613,2024,4Runner TRD Off-Road Premium,DealerHold,True,Port to dealer,51924,Barcelona Red Metallic,Black/Graphite Softex® [softex],307,Edmark Toyota,https://www.edmarktoyota.com,False,17-In. Cast Matte Black Pro Wheel[installed_msrp] | 50 State Emissions | All-Weather Floor Liners[installed_msrp] | Keep it Wild Savings [keep_it_wild_21] | Moonroof | Off Road Package | Predator Tube Step[installed_msrp] | Premium Package | Quick Charging Cable Package[installed_msrp]
Unknown,JTERU5JR3R6304810,2024,4Runner TRD Off-Road Premium,DealerHold,True,At dealer,51060,Underground,Black/Graphite Softex® [softex],377,Stevinson Toyota East,https://www.stevinsontoyotaeast.com,False,50 State Emissions | Keep it Wild Savings [keep_it_wild_21] | Kinetic Dynamic Suspension System (KDSS) | Moonroof | Off Road Package | Premium Package
2024-10-17,JTERU5JR3R6305620,2024,4Runner TRD Off-Road Premium,DealerHold,True,Port to dealer,50524,Classic Silver Metallic,Black/Graphite Softex® [softex],495,Toyota of Surprise,https://www.toyotaofsurprise.com,True,17-In. Cast Matte Black Pro Wheel[installed_msrp] | 50 State Emissions | All-Weather Floor Liners & Cargo Tray Package[installed_msrp] | Keep it Wild Savings [keep_it_wild_21] | Off Road Package | Off Road Premium Package w/ Softex | Quick Charging Cable Package[installed_msrp] | Roof Rack Cross Bars[installed_msrp] | TRD Front Skid Plate[installed_msrp]
Unknown,JTERU5JR3R6307402,2024,4Runner TRD Off-Road Premium,DealerHold,False,At dealer,48968,Underground,Black/Graphite Softex® [softex],492,Right Toyota,https://www.righttoyota.com,False,50 State Emissions | All-Weather Floor Liners & Cargo Tray Package[installed_msrp] | Dual Power Port/Quick Charging Cable Package[installed_msrp] | Keep it Wild Savings [keep_it_wild_21] | Moonroof | Off Road Package | Off Road Premium Package w/ Softex
2024-09-23,JTERU5JR4R6296426,2024,4Runner TRD Off-Road Premium,DealerHold,False,At dealer,52264,Underground,Black/Graphite Softex® [softex],492,Right Toyota,https://www.righttoyota.com,False,4Runner Black Venture Package[installed_msrp] | 50 State Emissions | All-Weather Floor Liners & Cargo Tray Package[installed_msrp] | Ball Mount[installed_msrp] | Emergency Assistance Kit[installed_msrp] | Exhaust Tip - Black Chrome[installed_msrp] | Keep it Wild Savings [keep_it_wild_21] | Moonroof | Off Road Package | Off Road Premium Package w/ Softex
2024-09-10,JTERU5JR4R6304959,2024,4Runner TRD Off-Road Premium,,False,At dealer,54083,Underground,Black/Graphite Softex® [softex],359,Centennial Toyota,https://www.centennialtoyota.com,False,50 State Emissions | All-Weather Floor Liners & Cargo Tray Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Integrated Dashcam[installed_msrp] | Keep it Wild Savings [keep_it_wild_21] | Kinetic Dynamic Suspension System (KDSS) | Moonroof | Off Road Package | Premium Package | Quick Charging Cable Package[installed_msrp] | Roof Rack Cross Bars[installed_msrp] | Running Boards - Chrome Detail[installed_msrp] | TRD Performance Exhaust[installed_msrp]
2024-10-18,JTERU5JR4R6305366,2024,4Runner TRD Off-Road Premium,DealerHold,True,Port to dealer,52083,Ice Cap,Black/Graphite Softex® [softex],448,Anderson Toyota,https://www.andersontoyotaaz.com,True,17-In. Cast Matte Black Pro Wheel[installed_msrp] | 50 State Emissions | All-Weather Floor Liners & Cargo Tray Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Desert protection package | Integrated Dashcam[installed_msrp] | Keep it Wild Savings [keep_it_wild_21] | Moonroof | Off Road Package | Off Road Premium Package w/ Softex | Predator Tube Step[installed_msrp] | Quick Charging Cable Package[installed_msrp] | Roof Rack Cross Bars[installed_msrp]
2024-10-07,JTERU5JR4R6305626,2024,4Runner TRD Off-Road Premium,DealerHold,False,Port to dealer,51009,Nautical Blue Metallic,Black/Graphite Softex® [softex],379,AutoNation Toyota Arapahoe,https://www.autonationtoyotaarapahoe.com,True,17-In. Cast Matte Black Pro Wheel[installed_msrp] | 50 State Emissions | All-Weather Floor Liners & Cargo Tray Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Exhaust Tip - Chrome[installed_msrp] | Keep it Wild Savings [keep_it_wild_21] | Moonroof | Off Road Package | Off Road Premium Package w/ Softex | Quick Charging Cable Package[installed_msrp] | Roof Rack Cross Bars[installed_msrp]
2024-09-11,JTERU5JR4R6305772,2024,4Runner TRD Off-Road Premium,,False,At dealer,51864,Underground,Black/Graphite Softex® [softex],216,Fremont Toyota,https://www.fremonttoyotalander.com,False,50 State Emissions | All-Weather Floor Liners & Cargo Tray Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | Keep it Wild Savings [keep_it_wild_21] | Kinetic Dynamic Suspension System (KDSS) | Moonroof | Off Road Package | Premium Package | Roof Rack Cross Bars[installed_msrp]
2024-09-20,JTERU5JR4R6307280,2024,4Runner TRD Off-Road Premium,DealerHold,True,At dealer,48634,Underground,Black/Graphite Softex® [softex],253,Bighorn Toyota,https://www.bighorntoyota.com,True,50 State Emissions | All-Weather Floor Liners & Cargo Tray Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | Keep it Wild Savings [keep_it_wild_21] | Off Road Package | Off Road Premium Package w/ Softex | Roof Rack Cross Bars[installed_msrp]
2024-09-23,JTERU5JR5R6298301,2024,4Runner TRD Off-Road Premium,DealerHold,False,At dealer,52863,Ice Cap,Black/Graphite Softex® [softex],492,Right Toyota,https://www.righttoyota.com,False,4Runner Black Venture Package[installed_msrp] | 50 State Emissions | All-Weather Floor Liners & Cargo Tray Package[installed_msrp] | High Performance LED Fog Lights - Black[installed_msrp] | Integrated Dashcam[installed_msrp] | Keep it Wild Savings [keep_it_wild_21] | Off Road Package | Off Road Premium Package w/ Softex | Quick Charging Cable Package[installed_msrp] | Running Boards - Chrome Detail[installed_msrp]
2024-09-05,JTERU5JR5R6304050,2024,4Runner TRD Off-Road Premium,DealerHold,False,At dealer,50714,Ice Cap,Black/Graphite Softex® [softex],366,"Stapp Interstate Toyota, Inc.",https://www.interstatetoyota.com,True,50 State Emissions | All-Weather Floor Liners & Cargo Tray Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Keep it Wild Savings [keep_it_wild_21] | Kinetic Dynamic Suspension System (KDSS) | Moonroof | Off Road Package | Off Road Premium Package w/ Softex | STAPP I25 CUSTOM PACKAGE
Unknown,JTERU5JR5R6305201,2024,4Runner TRD Off-Road Premium,DealerHold,True,Port to dealer,52129,Ice Cap,Black/Graphite Softex® [softex],307,Edmark Toyota,https://www.edmarktoyota.com,False,17-In. Cast Matte Black Pro Wheel[installed_msrp] | 50 State Emissions | All-Weather Floor Liners & Cargo Tray Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | Keep it Wild Savings [keep_it_wild_21] | Moonroof | Off Road Package | Premium Package | Quick Charging Cable Package[installed_msrp] | TRD Front Skid Plate[installed_msrp]
2024-10-02,JTERU5JR5R6305764,2024,4Runner TRD Off-Road Premium,,False,Port to dealer,53528,Midnight Black Metallic,Black/Graphite Softex® [softex],359,Centennial Toyota,https://www.centennialtoyota.com,False,17-In. Cast Matte Black Pro Wheel[installed_msrp] | 50 State Emissions | All-Weather Floor Liners & Cargo Tray Package[installed_msrp] | Ball Mount[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Dual Power Port/Quick Charging Cable Package[installed_msrp] | Keep it Wild Savings [keep_it_wild_21] | Kinetic Dynamic Suspension System (KDSS) | Moonroof | Off Road Package | Off Road Premium Package w/ Softex | Predator Tube Step[installed_msrp] | Roof Rack Cross Bars[installed_msrp]
2024-09-25,JTERU5JR5R6306333,2024,4Runner TRD Off-Road Premium,DealerHold,False,At dealer,48804,Classic Silver Metallic,Black/Graphite Softex® [softex],495,Toyota of Surprise,https://www.toyotaofsurprise.com,True,50 State Emissions | All-Weather Floor Liners & Cargo Tray Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Exhaust Tip - Black Chrome[installed_msrp] | High Performance LED Fog Lights - Black[installed_msrp] | Keep it Wild Savings [keep_it_wild_21] | Off Road Package | Off Road Premium Package w/ Softex | Roof Rack Cross Bars[installed_msrp]
2024-09-27,JTERU5JR5R6307031,2024,4Runner TRD Off-Road Premium,DealerHold,True,Port to dealer,54293,Underground,Black/Graphite Softex® [softex],15,Karl Malone Toyota,https://www.malonetoyota.com,True,17-In. Cast Matte Black Pro Wheel[installed_msrp] | 50 State Emissions | All-Weather Floor Liners & Cargo Tray Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Cargo Cover[installed_msrp] | Keep it Wild Savings [keep_it_wild_21] | Kinetic Dynamic Suspension System (KDSS) | Moonroof | Off Road Package | Predator Tube Step[installed_msrp] | Premium Package | Roof Rack Cross Bars[installed_msrp]
2024-09-23,JTERU5JR5R6307577,2024,4Runner TRD Off-Road Premium,DealerHold,True,At dealer,50889,Underground,Black/Graphite Softex® [softex],357,"Pedersen Toyota, Ltd.",https://www.pedersentoyota.com,True,50 State Emissions | All-Weather Floor Liners & Cargo Tray Package[installed_msrp] | High Performance LED Fog Lights - Black[installed_msrp] | Keep it Wild Savings [keep_it_wild_21] | Kinetic Dynamic Suspension System (KDSS) | Moonroof | Off Road Package | Off Road Premium Package w/ Softex | Roof Rack Cross Bars[installed_msrp]
2024-09-28,JTERU5JR5R6307594,2024,4Runner TRD Off-Road Premium,,True,Factory to port,53482,Ice Cap,Black/Graphite Softex® [softex],366,Findlay Toyota,https://www.findlaytoyota.com,True,17-In. Cast Matte Black Pro Wheel[installed_msrp] | 50 State Emissions | All-Weather Floor Liners & Cargo Tray Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Dual Power Port/Quick Charging Cable Package[installed_msrp] | Findlay Package | High Performance LED Fog Lights - Black[installed_msrp] | Integrated Dashcam[installed_msrp] | Keep it Wild Savings [keep_it_wild_21] | Kinetic Dynamic Suspension System (KDSS) | Moonroof | Off Road Package | Off Road Premium Package w/ Softex | Roof Rack Cross Bars[installed_msrp]
Unknown,JTERU5JR5R6307899,2024,4Runner TRD Off-Road Premium,,True,At dealer,51379,Ice Cap,Black/Graphite Softex® [softex],385,Lithia Toyota of Billings,https://www.lithiatoyotabillings.com,True,50 State Emissions | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | High Performance LED Fog Lights - Black[installed_msrp] | Keep it Wild Savings [keep_it_wild_21] | Moonroof | Off Road Package | Permaplate | Premium Package | Pulse | Rock Rails[installed_msrp] | TRD Front Skid Plate[installed_msrp] | Wilderness Package[installed_msrp]
2024-09-23,JTERU5JR5R6308132,2024,4Runner TRD Off-Road Premium,DealerHold,False,At dealer,51548,Classic Silver Metallic,Black/Graphite Softex® [softex],362,Stevinson Toyota West,https://www.stevinsontoyotawest.com,False,17-In. Cast Matte Black Pro Wheel[installed_msrp] | 50 State Emissions | All-Weather Floor Liners & Cargo Tray Package[installed_msrp] | Cargo Cover[installed_msrp] | Door Edge Guards[installed_msrp] | Keep it Wild Savings [keep_it_wild_21] | Moonroof | Off Road Package | Off Road Premium Package w/ Softex | Quick Charging Cable Package[installed_msrp] | Running Boards - Chrome Detail[installed_msrp]
2024-09-11,JTERU5JR6R6295746,2024,4Runner TRD Off-Road Premium,Available,True,At dealer,51697,Underground,Black/Graphite Softex® [softex],359,Butte Toyota,https://www.buttetoyota.com,True,17-In. Cast Matte Black Pro Wheel[installed_msrp] | 50 State Emissions | All-Weather Floor Liners[installed_msrp] | Cargo Cover[installed_msrp] | Door Edge Guards[installed_msrp] | Exhaust Tip - Black Chrome[installed_msrp] | High Performance LED Fog Lights - Black[installed_msrp] | Keep it Wild Savings [keep_it_wild_21] | Off Road Package | Premium Package | TRD Front Skid Plate[installed_msrp] | USB Dual Power Port[installed_msrp]
2024-09-27,JTERU5JR6R6296699,2024,4Runner TRD Off-Road Premium,DealerHold,True,Port to dealer,49999,Ice Cap,Black/Graphite Softex® [softex],342,Webb Toyota,https://www.webbtoyota.com,True,50 State Emissions | All-Weather Floor Liners & Cargo Tray Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | High Performance LED Fog Lights - Black[installed_msrp] | Keep it Wild Savings [keep_it_wild_21] | Moonroof | Off Road Package | Off Road Premium Package w/ Softex | Predator Tube Step[installed_msrp] | Roof Rack Cross Bars[installed_msrp]
2024-09-10,JTERU5JR6R6300542,2024,4Runner TRD Off-Road Premium,DealerHold,False,At dealer,50849,Underground,Black/Graphite Softex® [softex],353,Corwin Toyota Boulder,https://www.corwintoyotaboulder.com,False,17-In. Cast Matte Black Pro Wheel[installed_msrp] | 50 State Emissions | All-Weather Floor Liners & Cargo Tray Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Keep it Wild Savings [keep_it_wild_21] | Moonroof | Off Road Package | Off Road Premium Package w/ Softex | Roof Rack Cross Bars[installed_msrp]
2024-09-20,JTERU5JR6R6304316,2024,4Runner TRD Off-Road Premium,DealerHold,False,At dealer,50917,Ice Cap,Black/Graphite Softex® [softex],363,David Wilson's Toyota of Las Vegas,https://www.dwtoyotalasvegas.com,True, XPEL Solar Plate Premium | 17-In. Cast Matte Black Pro Wheel[installed_msrp] | 50 State Emissions | All-Weather Floor Liners & Cargo Tray Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Charging Cable Kit | Dual Power Port/Quick Charging Cable Package[installed_msrp] | EXPL Paint Protection Partial Hood & Fender Fronts | Integrated Dashcam[installed_msrp] | Keep it Wild Savings [keep_it_wild_21] | Off Road Package | Off Road Premium Package w/ Softex | Roof Rack Cross Bars[installed_msrp]
2024-09-24,JTERU5JR6R6306261,2024,4Runner TRD Off-Road Premium,Available,True,At dealer,49289,Nautical Blue Metallic,Black/Graphite Softex® [softex],359,Butte Toyota,https://www.buttetoyota.com,True,50 State Emissions | Door Edge Guards[installed_msrp] | Keep it Wild Savings [keep_it_wild_21] | Off Road Package | Premium Package | Wilderness Package[installed_msrp]
2024-10-12,JTERU5JR6R6307569,2024,4Runner TRD Off-Road Premium,DealerHold,False,Factory to port,53169,Underground,Black/Graphite Softex® [softex],377,Stevinson Toyota East,https://www.stevinsontoyotaeast.com,False,50 State Emissions | All-Weather Floor Liners & Cargo Tray Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | High Performance LED Fog Lights - Chrome[installed_msrp] | Keep it Wild Savings [keep_it_wild_21] | Moonroof | Off Road Package | Off Road Premium Package w/ Softex | Rock Rails[installed_msrp] | TRD Black Wheel Package[installed_msrp] | TRD Front Skid Plate[installed_msrp] | TRD Performance Exhaust[installed_msrp]
2024-09-20,JTERU5JR6R6307829,2024,4Runner TRD Off-Road Premium,DealerHold,False,At dealer,52632,Ice Cap,Black/Graphite Softex® [softex],363,David Wilson's Toyota of Las Vegas,https://www.dwtoyotalasvegas.com,True, XPEL Solar Plate Premium | 50 State Emissions | All-Weather Floor Liners & Cargo Tray Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Charging Cable Kit | Dual Power Port/Quick Charging Cable Package[installed_msrp] | EXPL Paint Protection Partial Hood & Fender Fronts | High Performance LED Fog Lights - Black[installed_msrp] | Integrated Dashcam[installed_msrp] | Keep it Wild Savings [keep_it_wild_21] | Kinetic Dynamic Suspension System (KDSS) | Moonroof | Off Road Package | Premium Package | Roof Rack Cross Bars[installed_msrp]
2024-09-24,JTERU5JR7R6300730,2024,4Runner TRD Off-Road Premium,DealerHold,False,At dealer,52760,Nautical Blue Metallic,Black/Graphite Softex® [softex],369,Mountain States Toyota,https://www.mountainstatestoyota.com,False,17-In. Cast Matte Black Pro Wheel[installed_msrp] | 50 State Emissions | Keep it Wild Savings [keep_it_wild_21] | Kinetic Dynamic Suspension System (KDSS) | Moonroof | Off Road Package | Premium Package
2024-08-30,JTERU5JR7R6302333,2024,4Runner TRD Off-Road Premium,Available,False,At dealer,50979,Classic Silver Metallic,Black/Graphite Softex® [softex],431,Carson City Toyota,https://www.carsoncitytoyota.com,True,50 State Emissions | All-Weather Floor Liners & Cargo Tray Package[installed_msrp] | Appearance Package | Door Edge Guards[installed_msrp] | Keep it Wild Savings [keep_it_wild_21] | Kinetic Dynamic Suspension System (KDSS) | Moonroof | Off Road Package | Off Road Premium Package w/ Softex | Running Boards | Ultimar Paint Protection | Vehicle Theft Protection
2024-09-16,JTERU5JR7R6304535,2024,4Runner TRD Off-Road Premium,DealerHold,False,At dealer,48564,Solar Octane [extra_cost_color],Black/Graphite Softex® [softex],379,AutoNation Toyota Arapahoe,https://www.autonationtoyotaarapahoe.com,True,50 State Emissions | All-Weather Floor Liners & Cargo Tray Package[installed_msrp] | Keep it Wild Savings [keep_it_wild_21] | Off Road Package | Off Road Premium Package w/ Softex | Premium Paint
2024-09-23,JTERU5JR7R6304843,2024,4Runner TRD Off-Road Premium,DealerHold,False,At dealer,49404,Ice Cap,Black/Graphite Softex® [softex],492,Larry H. Miller Toyota Peoria,https://www.larrymillertoyota.com,False,50 State Emissions | All-Weather Floor Liners & Cargo Tray Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | High Performance LED Fog Lights - Black[installed_msrp] | Keep it Wild Savings [keep_it_wild_21] | Moonroof | Off Road Package | Off Road Premium Package w/ Softex | Quick Charging Cable Package[installed_msrp] | Roof Rack Cross Bars[installed_msrp]
2024-10-11,JTERU5JR7R6305930,2024,4Runner TRD Off-Road Premium,DealerHold,False,Port to dealer,54681,Ice Cap,Black/Graphite Softex® [softex],426,Findlay Toyota Prescott,https://www.findlaytoyotaprescott.com,True,"17-In. Cast Matte Black Pro Wheel[installed_msrp] | 50 State Emissions | All-Weather Floor Liners & Cargo Tray Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Cargo Cover[installed_msrp] | Door Edge Guards[installed_msrp] | High Performance LED Fog Lights - Black[installed_msrp] | Integrated Dashcam[installed_msrp] | Keep it Wild Savings [keep_it_wild_21] | Kinetic Dynamic Suspension System (KDSS) | Moonroof | Off Road Package | Paint Protection Film - Hood, Fenders, Mirror Backs and Door Cups[installed_msrp] | Premium Package"
Unknown,JTERU5JR7R6307144,2024,4Runner TRD Off-Road Premium,,False,At dealer,50697,Midnight Black Metallic,Black/Graphite Softex® [softex],366,Findlay Toyota,https://www.findlaytoyota.com,True,50 State Emissions | All-Weather Floor Liners & Cargo Tray Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Dual Power Port/Quick Charging Cable Package[installed_msrp] | Findlay Package | High Performance LED Fog Lights - Black[installed_msrp] | Integrated Dashcam[installed_msrp] | Keep it Wild Savings [keep_it_wild_21] | Moonroof | Off Road Package | Off Road Premium Package w/ Softex | Predator Tube Step[installed_msrp] | Roof Rack Cross Bars[installed_msrp]
2024-10-17,JTERU5JR7R6307256,2024,4Runner TRD Off-Road Premium,DealerHold,True,Port to dealer,51759,Underground,Black/Graphite Softex® [softex],187,Teton Toyota,https://www.tetontoyota.com,True,50 State Emissions | All-Weather Floor Liners & Cargo Tray Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Keep it Wild Savings [keep_it_wild_21] | Off Road Package | Premium Package | Quick Charging Cable Package[installed_msrp] | Roof Rack Cross Bars[installed_msrp] | TRD Black Wheel Package[installed_msrp] | TRD Front Skid Plate[installed_msrp]
2024-10-21,JTERU5JR7R6307273,2024,4Runner TRD Off-Road Premium,DealerHold,True,Port to dealer,51039,Classic Silver Metallic,Black/Graphite Softex® [softex],366,"Stapp Interstate Toyota, Inc.",https://www.interstatetoyota.com,True,50 State Emissions | All-Weather Floor Liners & Cargo Tray Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Keep it Wild Savings [keep_it_wild_21] | Moonroof | Off Road Package | Off Road Premium Package w/ Softex | Roof Rack Cross Bars[installed_msrp] | TRD Black Wheel Package[installed_msrp]
2024-09-24,JTERU5JR7R6307323,2024,4Runner TRD Off-Road Premium,DealerHold,False,At dealer,47830,Underground,Black/Graphite Softex® [softex],369,Mountain States Toyota,https://www.mountainstatestoyota.com,False,50 State Emissions | Keep it Wild Savings [keep_it_wild_21] | Off Road Package | Off Road Premium Package w/ Softex
2024-10-15,JTERU5JR7R6307810,2024,4Runner TRD Off-Road Premium,DealerHold,False,Factory to port,50839,Nautical Blue Metallic,Black/Graphite Softex® [softex],492,Larry H. Miller Toyota Peoria,https://www.larrymillertoyota.com,False,"50 State Emissions | All Weather Floor Liners/Cargo Tray | Door Edge Guard | Hitch Ball Mount | Keep It Wild Savings | Off Road Package | Power Tilt/Slide Moonroof | Premium Package | TRD Black Wheel Package :Black Chrome Lug Nuts, Black PVD wheel Locks, Pro Wheels - Black"
Unknown,JTERU5JR8R6303393,2024,4Runner TRD Off-Road Premium,DealerHold,False,Port to dealer,51628,Nautical Blue Metallic,Black/Graphite Softex® [softex],353,Corwin Toyota Boulder,https://www.corwintoyotaboulder.com,False,17-In. Cast Matte Black Pro Wheel[installed_msrp] | 50 State Emissions | All-Weather Floor Liners & Cargo Tray Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | High Performance LED Fog Lights - Black[installed_msrp] | Keep it Wild Savings [keep_it_wild_21] | Off Road Package | Off Road Premium Package w/ Softex | Predator Tube Step[installed_msrp] | Roof Rack Cross Bars[installed_msrp] | TRD Front Skid Plate[installed_msrp] | USB Dual Power Port[installed_msrp]
2024-10-16,JTERU5JR8R6305323,2024,4Runner TRD Off-Road Premium,DealerHold,False,Port to dealer,52138,Solar Octane [extra_cost_color],Black/Graphite Softex® [softex],353,Corwin Toyota Boulder,https://www.corwintoyotaboulder.com,False,17-In. Cast Matte Black Pro Wheel[installed_msrp] | 50 State Emissions | All-Weather Floor Liners & Cargo Tray Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Exhaust Tip - Black Chrome[installed_msrp] | High Performance LED Fog Lights - Black[installed_msrp] | Keep it Wild Savings [keep_it_wild_21] | Off Road Package | Off Road Premium Package w/ Softex | Premium Paint | Rock Rails[installed_msrp] | Roof Rack Cross Bars[installed_msrp] | TRD Front Skid Plate[installed_msrp] | USB Dual Power Port[installed_msrp]
2024-10-20,JTERU5JR8R6306018,2024,4Runner TRD Off-Road Premium,DealerHold,True,Port to dealer,51433,Underground,Black/Graphite Softex® [softex],374,Fremont Toyota of Sheridan,https://www.fremonttoyotasheridan.com,False,17-In. Cast Matte Black Pro Wheel[installed_msrp] | 50 State Emissions | All-Weather Floor Liners & Cargo Tray Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | High Performance LED Fog Lights - Black[installed_msrp] | Keep it Wild Savings [keep_it_wild_21] | Off Road Package | Off Road Premium Package w/ Softex | Roof Rack Cross Bars[installed_msrp] | TRD Front Skid Plate[installed_msrp] | Trail Running Boards[installed_msrp]
2024-09-28,JTERU5JR8R6307606,2024,4Runner TRD Off-Road Premium,DealerHold,False,Port to dealer,51418,Ice Cap,Black/Graphite Softex® [softex],362,Stevinson Toyota West,https://www.stevinsontoyotawest.com,False,"50 State Emissions | All-Weather Floor Liners & Cargo Tray Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Keep it Wild Savings [keep_it_wild_21] | Kinetic Dynamic Suspension System (KDSS) | Moonroof | Off Road Package | Off Road Premium Package w/ Softex | Paint Protection Film - Hood, Fenders, Mirror Backs and Door Cups[installed_msrp] | Roof Rack Cross Bars[installed_msrp]"
2024-10-13,JTERU5JR8R6307704,2024,4Runner TRD Off-Road Premium,DealerHold,True,Port to dealer,51949,Ice Cap,Black/Graphite Softex® [softex],307,Edmark Toyota,https://www.edmarktoyota.com,False,50 State Emissions | All-Weather Floor Liners & Cargo Tray Package[installed_msrp] | High Performance LED Fog Lights - Black[installed_msrp] | Keep it Wild Savings [keep_it_wild_21] | Moonroof | Off Road Package | Premium Package | Quick Charging Cable Package[installed_msrp] | Roof Rack Cross Bars[installed_msrp] | TRD Black Wheel Package[installed_msrp]
2024-09-23,JTERU5JR8R6307721,2024,4Runner TRD Off-Road Premium,DealerHold,False,At dealer,48964,Classic Silver Metallic,Black/Graphite Softex® [softex],362,Stevinson Toyota West,https://www.stevinsontoyotawest.com,False,50 State Emissions | All-Weather Floor Liners & Cargo Tray Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Keep it Wild Savings [keep_it_wild_21] | Moonroof | Off Road Package | Off Road Premium Package w/ Softex
2024-09-03,JTERU5JR9R6296289,2024,4Runner TRD Off-Road Premium,,False,At dealer,53816,Ice Cap,Black/Graphite Softex® [softex],473,Toyota of Ridgecrest,https://www.toyotaridgecrest.com,True,"17-In. Cast Matte Black Pro Wheel[installed_msrp] | 50 State Emissions | All-Weather Floor Liners & Cargo Tray Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Cargo Cover[installed_msrp] | Door Edge Guards[installed_msrp] | Dual Power Port/Quick Charging Cable Package[installed_msrp] | Exhaust Tip - Chrome[installed_msrp] | Keep it Wild Savings [keep_it_wild_21] | Moonroof | Off Road Package | Paint Protection Film - Hood, Fenders, Mirror Backs and Door Cups[installed_msrp] | Predator Tube Step[installed_msrp] | Premium Package | Roof Rack Cross Bars[installed_msrp] | TOYOTA OF RIDGECREST PROTECTION PACKAGE | TRD Front Skid Plate[installed_msrp]"
2024-09-16,JTERU5JR9R6297877,2024,4Runner TRD Off-Road Premium,DealerHold,False,At dealer,52063,Classic Silver Metallic,Black/Graphite Softex® [softex],426,Findlay Toyota Prescott,https://www.findlaytoyotaprescott.com,True,50 State Emissions | All-Weather Floor Liners & Cargo Tray Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | Dual Power Port/Quick Charging Cable Package[installed_msrp] | High Performance LED Fog Lights - Black[installed_msrp] | Keep it Wild Savings [keep_it_wild_21] | Kinetic Dynamic Suspension System (KDSS) | Moonroof | Off Road Package | Premium Package
2024-09-26,JTERU5JR9R6303385,2024,4Runner TRD Off-Road Premium,DealerHold,False,Port to dealer,51098,Underground,Black/Graphite Softex® [softex],207,Western Slope Toyota,https://www.westernslopetoyota.com,True,50 State Emissions | All-Weather Floor Liners & Cargo Tray Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Dual Power Port/Quick Charging Cable Package[installed_msrp] | Keep it Wild Savings [keep_it_wild_21] | Kinetic Dynamic Suspension System (KDSS) | Moonroof | Off Road Package | Off Road Premium Package w/ Softex | Roof Rack Cross Bars[installed_msrp]
